date, pm25, pm10, o3, no2, so2, co,city,coordinates
9/7/2021,129,76,19,11,4,8,Greater Noida,"[28.557054,77.453663]"
9/8/2021,100,52,18,7,4,5,Greater Noida,"[28.557054,77.453663]"
9/9/2021,51,61,18,8,6,7,Greater Noida,"[28.557054,77.453663]"
9/10/2021,64,56,20,8,5,6,Greater Noida,"[28.557054,77.453663]"
9/11/2021,68,25,16,9,4,6,Greater Noida,"[28.557054,77.453663]"
9/12/2021,36,54,27,12,5,11,Greater Noida,"[28.557054,77.453663]"
9/13/2021,60,68,13,12,4,9,Greater Noida,"[28.557054,77.453663]"
9/14/2021,82,66,14,10,5,7,Greater Noida,"[28.557054,77.453663]"
9/15/2021,57,62,18,10,7,8,Greater Noida,"[28.557054,77.453663]"
9/16/2021,43,50,12,13,5,7,Greater Noida,"[28.557054,77.453663]"
9/17/2021,56,57,16,9,4,7,Greater Noida,"[28.557054,77.453663]"
9/18/2021,58,64,18,9,4,6,Greater Noida,"[28.557054,77.453663]"
9/19/2021,74,66,23,8,4,5,Greater Noida,"[28.557054,77.453663]"
9/20/2021,73,83,25,12,4,7,Greater Noida,"[28.557054,77.453663]"
9/21/2021,86,70,23,12,4,6,Greater Noida,"[28.557054,77.453663]"
9/22/2021,84,58,17,11,6,7,Greater Noida,"[28.557054,77.453663]"
9/23/2021,58,62,23,10,5,6,Greater Noida,"[28.557054,77.453663]"
9/24/2021,63,57,23,11,7,8,Greater Noida,"[28.557054,77.453663]"
9/25/2021,72,69,38,9,3,6,Greater Noida,"[28.557054,77.453663]"
9/26/2021,79,70,42,8,1,7,Greater Noida,"[28.557054,77.453663]"
9/27/2021,78,111,36,14,4,9,Greater Noida,"[28.557054,77.453663]"
9/28/2021,117,93,24,10,3,6,Greater Noida,"[28.557054,77.453663]"
9/29/2021,103,73,23,8,2,6,Greater Noida,"[28.557054,77.453663]"
9/30/2021,76,111,26,11,3,9,Greater Noida,"[28.557054,77.453663]"
10/1/2021,110,110,31,16,4,10,Greater Noida,"[28.557054,77.453663]"
4/2/2021,102,128,71,27,13,7,Greater Noida,"[28.557054,77.453663]"
4/3/2021,119,130,106,32,20,7,Greater Noida,"[28.557054,77.453663]"
4/4/2021,129,140,77,33,16,6,Greater Noida,"[28.557054,77.453663]"
4/5/2021,138,199,113,34,21, ,Greater Noida,"[28.557054,77.453663]"
4/6/2021,161,223,134,27,16,9,Greater Noida,"[28.557054,77.453663]"
4/7/2021,178,211,93,24,12,10,Greater Noida,"[28.557054,77.453663]"
4/8/2021,151,123,98,27,12,12,Greater Noida,"[28.557054,77.453663]"
4/9/2021,124,165,47,38,19,9,Greater Noida,"[28.557054,77.453663]"
4/10/2021,114,130,24,32,13,4,Greater Noida,"[28.557054,77.453663]"
4/11/2021,129,140,24,31,15,7,Greater Noida,"[28.557054,77.453663]"
4/12/2021,134,217,25,44,21,8,Greater Noida,"[28.557054,77.453663]"
4/13/2021,162,171,20,34,16,4,Greater Noida,"[28.557054,77.453663]"
4/14/2021,146,165,21,24,9,11,Greater Noida,"[28.557054,77.453663]"
4/15/2021,130,175,21,26,8,6,Greater Noida,"[28.557054,77.453663]"
4/16/2021,145,291,20,24,14,5,Greater Noida,"[28.557054,77.453663]"
4/17/2021,151,89,15,17,7,4,Greater Noida,"[28.557054,77.453663]"
4/18/2021,102,129,22,15,14,3,Greater Noida,"[28.557054,77.453663]"
4/19/2021,135,139,22,18,13,4,Greater Noida,"[28.557054,77.453663]"
4/20/2021,136,194,18,20,23,5,Greater Noida,"[28.557054,77.453663]"
4/21/2021,133,99,17,8,11,4,Greater Noida,"[28.557054,77.453663]"
4/22/2021,118,105,17,12,7,3,Greater Noida,"[28.557054,77.453663]"
4/23/2021,108,115,12,10,11,20,Greater Noida,"[28.557054,77.453663]"
4/24/2021,107,86,20,7,10,11,Greater Noida,"[28.557054,77.453663]"
4/25/2021,108,139,25, ,19,11,Greater Noida,"[28.557054,77.453663]"
4/26/2021,143,249,29, ,19,15,Greater Noida,"[28.557054,77.453663]"
4/27/2021,208,324,26,47,21,23,Greater Noida,"[28.557054,77.453663]"
4/28/2021,216,338,27,20,17,20,Greater Noida,"[28.557054,77.453663]"
4/29/2021,231,354,29,23,17,19,Greater Noida,"[28.557054,77.453663]"
4/30/2021,203,306,22, ,13,10,Greater Noida,"[28.557054,77.453663]"
5/1/2021,168,202,26,10,7,9,Greater Noida,"[28.557054,77.453663]"
5/2/2021,152,148,18,6,10,25,Greater Noida,"[28.557054,77.453663]"
5/3/2021,137,173,16,9,6,9,Greater Noida,"[28.557054,77.453663]"
5/4/2021,147,141,16, ,8,9,Greater Noida,"[28.557054,77.453663]"
5/5/2021,133,127,16, ,8,12,Greater Noida,"[28.557054,77.453663]"
5/6/2021,151,128,13,10,4,8,Greater Noida,"[28.557054,77.453663]"
5/7/2021,136,92,18,9,8,11,Greater Noida,"[28.557054,77.453663]"
5/8/2021,130,105,24, ,5,10,Greater Noida,"[28.557054,77.453663]"
5/9/2021,133,119,22, ,4,7,Greater Noida,"[28.557054,77.453663]"
5/10/2021,138,119,15, ,13,12,Greater Noida,"[28.557054,77.453663]"
5/11/2021,144,121,24,6,7,9,Greater Noida,"[28.557054,77.453663]"
5/12/2021,138,112,19,12,4,11,Greater Noida,"[28.557054,77.453663]"
5/13/2021,101,77,17,11,4,10,Greater Noida,"[28.557054,77.453663]"
5/14/2021,103,96,21,13,4,13,Greater Noida,"[28.557054,77.453663]"
5/15/2021,119,198,20,9,6,23,Greater Noida,"[28.557054,77.453663]"
5/16/2021,121,126,18,14,9,15,Greater Noida,"[28.557054,77.453663]"
5/17/2021,143,141,1, ,10,16,Greater Noida,"[28.557054,77.453663]"
5/18/2021,153,55,1,13,2,12,Greater Noida,"[28.557054,77.453663]"
5/19/2021,70,49,1,9,1,15,Greater Noida,"[28.557054,77.453663]"
5/20/2021,100,43,1,8,1,12,Greater Noida,"[28.557054,77.453663]"
5/21/2021,87,47,1,12,3,9,Greater Noida,"[28.557054,77.453663]"
5/22/2021,69,61,1, ,4,11,Greater Noida,"[28.557054,77.453663]"
5/23/2021,82,527,1,14,3,12,Greater Noida,"[28.557054,77.453663]"
5/24/2021,190,99,32,24,6,10,Greater Noida,"[28.557054,77.453663]"
5/25/2021,118,96,49,27,7,12,Greater Noida,"[28.557054,77.453663]"
5/26/2021,86,116,59,35,11,19,Greater Noida,"[28.557054,77.453663]"
5/27/2021,119,140,59,20,9,24,Greater Noida,"[28.557054,77.453663]"
5/28/2021,136,75,32,4,2,13,Greater Noida,"[28.557054,77.453663]"
5/29/2021,78,69,27,7,4,8,Greater Noida,"[28.557054,77.453663]"
5/30/2021,47,102,28,9,4,23,Greater Noida,"[28.557054,77.453663]"
5/31/2021,72,168,37,16,6,31,Greater Noida,"[28.557054,77.453663]"
6/1/2021,134,126,36,17,4,15,Greater Noida,"[28.557054,77.453663]"
6/2/2021,95,107,44,16,4,13,Greater Noida,"[28.557054,77.453663]"
6/3/2021,127,123,50,17,5,10,Greater Noida,"[28.557054,77.453663]"
6/4/2021,137,132,43,14,3,11,Greater Noida,"[28.557054,77.453663]"
6/5/2021,127,106,40,14,4,8,Greater Noida,"[28.557054,77.453663]"
6/6/2021,115,139,45,17,6,14,Greater Noida,"[28.557054,77.453663]"
6/7/2021,122,152,58,20,6,13,Greater Noida,"[28.557054,77.453663]"
6/8/2021,135,336,24,16,4,10,Greater Noida,"[28.557054,77.453663]"
6/9/2021,141,286,30,11,3,10,Greater Noida,"[28.557054,77.453663]"
6/10/2021,125,128,25,3,1,8,Greater Noida,"[28.557054,77.453663]"
6/11/2021,126,146,29,13,1,12,Greater Noida,"[28.557054,77.453663]"
6/12/2021,102,74,22,9,2,13,Greater Noida,"[28.557054,77.453663]"
6/13/2021,88,84,31,13,2,10,Greater Noida,"[28.557054,77.453663]"
6/14/2021,99,78,41,10,2,8,Greater Noida,"[28.557054,77.453663]"
6/15/2021,88,77,44,9,2,7,Greater Noida,"[28.557054,77.453663]"
6/16/2021,75,70,22,13,1,12,Greater Noida,"[28.557054,77.453663]"
6/17/2021,92,71,22,12,1,10,Greater Noida,"[28.557054,77.453663]"
6/18/2021,99,61,17,10,1,9,Greater Noida,"[28.557054,77.453663]"
6/19/2021,77,59,15,9,2,8,Greater Noida,"[28.557054,77.453663]"
6/20/2021,72,45,15,8, ,8,Greater Noida,"[28.557054,77.453663]"
6/21/2021,59,78,21,13,1,10,Greater Noida,"[28.557054,77.453663]"
6/22/2021,97,153,42,18,3,10,Greater Noida,"[28.557054,77.453663]"
6/23/2021,143,179,53,19,5,12,Greater Noida,"[28.557054,77.453663]"
6/24/2021,164,116,36,11,1,9,Greater Noida,"[28.557054,77.453663]"
6/25/2021,121,131,65,14,4,10,Greater Noida,"[28.557054,77.453663]"
6/26/2021,135,120,60,11,5,10,Greater Noida,"[28.557054,77.453663]"
6/27/2021,117,124,59,13,2,11,Greater Noida,"[28.557054,77.453663]"
6/28/2021,154,147,77,18,2,14,Greater Noida,"[28.557054,77.453663]"
6/29/2021,158,156,77,10,5,11,Greater Noida,"[28.557054,77.453663]"
6/30/2021,151,331,33,16,4,8,Greater Noida,"[28.557054,77.453663]"
7/1/2021,135,201,42,10,4,9,Greater Noida,"[28.557054,77.453663]"
1/5/2021,157,106,1,32,9, ,Greater Noida,"[28.557054,77.453663]"
1/6/2021,164,121, ,47,1, ,Greater Noida,"[28.557054,77.453663]"
1/7/2021,186,146, ,44, , ,Greater Noida,"[28.557054,77.453663]"
1/8/2021,190,232,2,67,1, ,Greater Noida,"[28.557054,77.453663]"
1/9/2021,245,188, ,76,1, ,Greater Noida,"[28.557054,77.453663]"
1/10/2021,226,137, ,54,1, ,Greater Noida,"[28.557054,77.453663]"
1/11/2021,191,131, ,51, , ,Greater Noida,"[28.557054,77.453663]"
1/12/2021,188,225, ,55,2,2,Greater Noida,"[28.557054,77.453663]"
1/13/2021,238,434, ,62, , ,Greater Noida,"[28.557054,77.453663]"
1/14/2021,325,452, ,68,1, ,Greater Noida,"[28.557054,77.453663]"
1/15/2021,359,641, ,78,3, ,Greater Noida,"[28.557054,77.453663]"
1/16/2021,438,482, ,62, , ,Greater Noida,"[28.557054,77.453663]"
1/17/2021,385,179, ,64,2, ,Greater Noida,"[28.557054,77.453663]"
1/18/2021,256,255, ,51,1, ,Greater Noida,"[28.557054,77.453663]"
1/19/2021,248,326, ,69,2, ,Greater Noida,"[28.557054,77.453663]"
1/20/2021,326,145, ,52, , ,Greater Noida,"[28.557054,77.453663]"
1/21/2021,201,180, ,53, , ,Greater Noida,"[28.557054,77.453663]"
1/22/2021,217,219, ,64,2, ,Greater Noida,"[28.557054,77.453663]"
1/23/2021,232,209, ,34,2, ,Greater Noida,"[28.557054,77.453663]"
1/24/2021,234,330, ,56,2, ,Greater Noida,"[28.557054,77.453663]"
1/25/2021,321,233, ,51, , ,Greater Noida,"[28.557054,77.453663]"
1/26/2021,251,254, ,49,1, ,Greater Noida,"[28.557054,77.453663]"
1/27/2021,276,268, ,57,1, ,Greater Noida,"[28.557054,77.453663]"
1/28/2021,250,262, ,55,1, ,Greater Noida,"[28.557054,77.453663]"
1/29/2021,275,284, ,63,1, ,Greater Noida,"[28.557054,77.453663]"
1/30/2021,289,197, ,54,2, ,Greater Noida,"[28.557054,77.453663]"
1/31/2021,215,283, ,68,2, ,Greater Noida,"[28.557054,77.453663]"
2/1/2021,253,372, ,72,4, ,Greater Noida,"[28.557054,77.453663]"
2/2/2021,303,311, ,69,2, ,Greater Noida,"[28.557054,77.453663]"
2/3/2021,281,201, ,58,1, ,Greater Noida,"[28.557054,77.453663]"
2/4/2021,233,166, ,58,1, ,Greater Noida,"[28.557054,77.453663]"
2/5/2021,185,107,1,56,2, ,Greater Noida,"[28.557054,77.453663]"
2/6/2021,138,111, ,52,2, ,Greater Noida,"[28.557054,77.453663]"
2/7/2021,158,148, ,53,1, ,Greater Noida,"[28.557054,77.453663]"
2/8/2021,187,227, ,62,1, ,Greater Noida,"[28.557054,77.453663]"
2/9/2021,240,301, ,64,1, ,Greater Noida,"[28.557054,77.453663]"
2/10/2021,266,298, ,62,1, ,Greater Noida,"[28.557054,77.453663]"
2/11/2021,256,284, ,68,1, ,Greater Noida,"[28.557054,77.453663]"
2/12/2021,242,323, ,68,1, ,Greater Noida,"[28.557054,77.453663]"
2/13/2021,283,296, ,65,1, ,Greater Noida,"[28.557054,77.453663]"
2/14/2021,275,316, ,68,1, ,Greater Noida,"[28.557054,77.453663]"
2/15/2021,271,318, ,59,1, ,Greater Noida,"[28.557054,77.453663]"
2/16/2021,248,353, ,68,1, ,Greater Noida,"[28.557054,77.453663]"
2/17/2021,262,315, ,75,2, ,Greater Noida,"[28.557054,77.453663]"
2/18/2021,226,259, ,70,1,2,Greater Noida,"[28.557054,77.453663]"
2/19/2021,215,207,2,39,2, ,Greater Noida,"[28.557054,77.453663]"
2/20/2021,212,179, ,52,2, ,Greater Noida,"[28.557054,77.453663]"
2/21/2021,206,198, ,59,1, ,Greater Noida,"[28.557054,77.453663]"
2/22/2021,220,177, ,58,1, ,Greater Noida,"[28.557054,77.453663]"
2/23/2021,192,225, ,64,2, ,Greater Noida,"[28.557054,77.453663]"
2/24/2021,174,369, ,82,2, ,Greater Noida,"[28.557054,77.453663]"
2/25/2021,226,242,2,66,2, ,Greater Noida,"[28.557054,77.453663]"
2/26/2021,193,201, ,56,1, ,Greater Noida,"[28.557054,77.453663]"
2/27/2021,163,263,1,51,1, ,Greater Noida,"[28.557054,77.453663]"
2/28/2021,166,195, ,59,3, ,Greater Noida,"[28.557054,77.453663]"
3/1/2021,159,184, ,54,1, ,Greater Noida,"[28.557054,77.453663]"
3/2/2021,142,236,1,48,1, ,Greater Noida,"[28.557054,77.453663]"
3/3/2021,143,206, ,53,2, ,Greater Noida,"[28.557054,77.453663]"
3/4/2021,163,323, ,67,2, ,Greater Noida,"[28.557054,77.453663]"
3/5/2021,217,223, ,58,2, ,Greater Noida,"[28.557054,77.453663]"
3/6/2021,167,200, ,53,1, ,Greater Noida,"[28.557054,77.453663]"
3/7/2021,176,211, ,60,2, ,Greater Noida,"[28.557054,77.453663]"
3/8/2021,203,221,27,58,4,16,Greater Noida,"[28.557054,77.453663]"
3/9/2021,188,274,61,29,7,9,Greater Noida,"[28.557054,77.453663]"
3/10/2021,214,166,81,29,11,9,Greater Noida,"[28.557054,77.453663]"
3/11/2021,149,245,67,33,13,12,Greater Noida,"[28.557054,77.453663]"
3/12/2021,201,132,32,28,8,5,Greater Noida,"[28.557054,77.453663]"
3/13/2021,138,146,84,34,12,9,Greater Noida,"[28.557054,77.453663]"
3/14/2021,164,134,74,31,13,12,Greater Noida,"[28.557054,77.453663]"
3/15/2021,148,187,58,28,13,6,Greater Noida,"[28.557054,77.453663]"
3/16/2021,165,285,46,27,12,7,Greater Noida,"[28.557054,77.453663]"
3/17/2021,162,285,61,32,14,9,Greater Noida,"[28.557054,77.453663]"
3/18/2021,175,367,97,40,14,9,Greater Noida,"[28.557054,77.453663]"
3/19/2021,183,229,93,31,17,7,Greater Noida,"[28.557054,77.453663]"
3/20/2021,167,203,85,37,13,9,Greater Noida,"[28.557054,77.453663]"
3/21/2021,170,231,106,43,17,8,Greater Noida,"[28.557054,77.453663]"
3/22/2021,178,258,34,39,9,5,Greater Noida,"[28.557054,77.453663]"
3/23/2021,153,273,28,28,9,4,Greater Noida,"[28.557054,77.453663]"
3/24/2021,148,145,77,26,12,5,Greater Noida,"[28.557054,77.453663]"
3/25/2021,124,106,49,21,8,5,Greater Noida,"[28.557054,77.453663]"
3/26/2021,101,120,73,27,10,7,Greater Noida,"[28.557054,77.453663]"
3/27/2021,131,204,109,42,14,10,Greater Noida,"[28.557054,77.453663]"
3/28/2021,166,217,111,34,17,12,Greater Noida,"[28.557054,77.453663]"
3/29/2021,187,144,81,21,12,7,Greater Noida,"[28.557054,77.453663]"
3/30/2021,166,451,60,17,11,7,Greater Noida,"[28.557054,77.453663]"
3/31/2021,180,174,62,19,6,3,Greater Noida,"[28.557054,77.453663]"
4/1/2021,109,249,50,18,9,2,Greater Noida,"[28.557054,77.453663]"
10/2/2020,142,137,36,33,4,18,Greater Noida,"[28.557054,77.453663]"
10/3/2020,150,145,32,35,5,14,Greater Noida,"[28.557054,77.453663]"
10/4/2020,154,151,38,31,4,11,Greater Noida,"[28.557054,77.453663]"
10/5/2020,155,142,35,31,3,9,Greater Noida,"[28.557054,77.453663]"
10/6/2020,141,170,36,40,4,11,Greater Noida,"[28.557054,77.453663]"
10/7/2020,150,194,47,40,4,10,Greater Noida,"[28.557054,77.453663]"
10/8/2020,172,149,56,31,4,11,Greater Noida,"[28.557054,77.453663]"
10/9/2020,164,205,45,39,5,12,Greater Noida,"[28.557054,77.453663]"
10/10/2020,181,196,52,35,7,11,Greater Noida,"[28.557054,77.453663]"
10/11/2020,189,159,46,31,5,11,Greater Noida,"[28.557054,77.453663]"
10/12/2020,169,353,40,49,6,13,Greater Noida,"[28.557054,77.453663]"
10/13/2020,228,267,28,37,3,13,Greater Noida,"[28.557054,77.453663]"
10/14/2020,193,283,32,43,4,13,Greater Noida,"[28.557054,77.453663]"
10/15/2020,194,352,27,46,5,13,Greater Noida,"[28.557054,77.453663]"
10/16/2020,213,278,45,55,8,12,Greater Noida,"[28.557054,77.453663]"
10/17/2020,187,331,44,60,6,14,Greater Noida,"[28.557054,77.453663]"
10/18/2020,207,178,35,42,6,12,Greater Noida,"[28.557054,77.453663]"
10/19/2020,169,194,42,39,8,13,Greater Noida,"[28.557054,77.453663]"
10/20/2020,177,195,36,51,7,13,Greater Noida,"[28.557054,77.453663]"
10/21/2020,166,331,27,69,8,14,Greater Noida,"[28.557054,77.453663]"
10/22/2020,190,303,49,57,7,14,Greater Noida,"[28.557054,77.453663]"
10/23/2020,213,453,37,62,13,14,Greater Noida,"[28.557054,77.453663]"
10/24/2020,311,385,44,68,9,18,Greater Noida,"[28.557054,77.453663]"
10/25/2020,245,480,39,69,8,18,Greater Noida,"[28.557054,77.453663]"
10/26/2020,290,404,31,61,9,15,Greater Noida,"[28.557054,77.453663]"
10/27/2020,263,223,29,46,9,14,Greater Noida,"[28.557054,77.453663]"
10/28/2020,224,386,43,69,9,27,Greater Noida,"[28.557054,77.453663]"
10/29/2020,263,504,34,69,8,11,Greater Noida,"[28.557054,77.453663]"
10/30/2020,284,367,41,66,9,17,Greater Noida,"[28.557054,77.453663]"
10/31/2020,279,439,44,48,10, ,Greater Noida,"[28.557054,77.453663]"
11/1/2020,339,372,41,47,9, ,Greater Noida,"[28.557054,77.453663]"
11/2/2020,322,319,54,59,8,2,Greater Noida,"[28.557054,77.453663]"
11/3/2020,255,368,63,65,7,2,Greater Noida,"[28.557054,77.453663]"
11/4/2020,238,503,47,68,12, ,Greater Noida,"[28.557054,77.453663]"
11/5/2020,371,434,82,64,13, ,Greater Noida,"[28.557054,77.453663]"
11/6/2020,341,435,61,71,13, ,Greater Noida,"[28.557054,77.453663]"
11/7/2020,316,482,85,63,13, ,Greater Noida,"[28.557054,77.453663]"
11/8/2020,366,751,71,89,15, ,Greater Noida,"[28.557054,77.453663]"
11/9/2020,465,726,76,84,14, ,Greater Noida,"[28.557054,77.453663]"
11/10/2020,471,812,51,71,8, ,Greater Noida,"[28.557054,77.453663]"
11/11/2020,399,365,37,56,7, ,Greater Noida,"[28.557054,77.453663]"
11/12/2020,238,314,40,64,12, ,Greater Noida,"[28.557054,77.453663]"
11/13/2020,237,453,76,77,15, ,Greater Noida,"[28.557054,77.453663]"
11/14/2020,277,384,70,50,15, ,Greater Noida,"[28.557054,77.453663]"
11/15/2020,361,249,65,27,4, ,Greater Noida,"[28.557054,77.453663]"
11/16/2020,291,87,32,25,2, ,Greater Noida,"[28.557054,77.453663]"
11/17/2020,157,114,32,38,6, ,Greater Noida,"[28.557054,77.453663]"
11/18/2020,160,153,64,40,9, ,Greater Noida,"[28.557054,77.453663]"
11/19/2020,183,286,62,59,12, ,Greater Noida,"[28.557054,77.453663]"
11/20/2020,215,182,62,44,7, ,Greater Noida,"[28.557054,77.453663]"
11/21/2020,211,145,48,39,5, ,Greater Noida,"[28.557054,77.453663]"
11/22/2020,167,150,53,47,10, ,Greater Noida,"[28.557054,77.453663]"
11/23/2020,190,294,66,62,14, ,Greater Noida,"[28.557054,77.453663]"
11/24/2020,238,448,12,79,15,2,Greater Noida,"[28.557054,77.453663]"
11/25/2020,335,323, ,48,6,2,Greater Noida,"[28.557054,77.453663]"
11/26/2020,290,135,21,32,6,2,Greater Noida,"[28.557054,77.453663]"
11/27/2020,162,112,36,39,9,2,Greater Noida,"[28.557054,77.453663]"
11/28/2020,152,136,47,45,5,2,Greater Noida,"[28.557054,77.453663]"
11/29/2020,178,214,73,57,8,2,Greater Noida,"[28.557054,77.453663]"
11/30/2020,205,348,67,77,8,2,Greater Noida,"[28.557054,77.453663]"
12/1/2020,271,397,9,79,11,2,Greater Noida,"[28.557054,77.453663]"
12/2/2020,327,312,46,74,13,2,Greater Noida,"[28.557054,77.453663]"
12/3/2020,294,273,55,66,10,2,Greater Noida,"[28.557054,77.453663]"
12/4/2020,264,471,58,62,9,2,Greater Noida,"[28.557054,77.453663]"
12/5/2020,366,342,44,44,3,2,Greater Noida,"[28.557054,77.453663]"
12/6/2020,326,294,46,48,5,2,Greater Noida,"[28.557054,77.453663]"
12/7/2020,310,380,48,54,6,2,Greater Noida,"[28.557054,77.453663]"
12/8/2020,362,362,59,68,9,2,Greater Noida,"[28.557054,77.453663]"
12/9/2020,314,416,50,80,9,2,Greater Noida,"[28.557054,77.453663]"
12/10/2020,311,211,34,57,8,2,Greater Noida,"[28.557054,77.453663]"
12/11/2020,203,235,25,55,6, ,Greater Noida,"[28.557054,77.453663]"
12/12/2020,232,272,4,41,2,2,Greater Noida,"[28.557054,77.453663]"
12/13/2020,330,139,21,33,4,2,Greater Noida,"[28.557054,77.453663]"
12/14/2020,195,132,27,33,5,2,Greater Noida,"[28.557054,77.453663]"
12/15/2020,189,163,26,38,11,2,Greater Noida,"[28.557054,77.453663]"
12/16/2020,211,144,25,34,6,2,Greater Noida,"[28.557054,77.453663]"
12/17/2020,198,145,7,40,1,2,Greater Noida,"[28.557054,77.453663]"
12/18/2020,206,155, ,49,1,2,Greater Noida,"[28.557054,77.453663]"
12/19/2020,200,189, ,53,1,2,Greater Noida,"[28.557054,77.453663]"
12/20/2020,221,216, ,63, ,2,Greater Noida,"[28.557054,77.453663]"
12/21/2020,254,293, ,62,1,2,Greater Noida,"[28.557054,77.453663]"
12/22/2020,283,629,1,72,2,2,Greater Noida,"[28.557054,77.453663]"
12/23/2020,456,542,1,73,1, ,Greater Noida,"[28.557054,77.453663]"
12/24/2020,419,389, ,74,1, ,Greater Noida,"[28.557054,77.453663]"
12/25/2020,341,236, ,66,2, ,Greater Noida,"[28.557054,77.453663]"
12/26/2020,271,329, ,59,1, ,Greater Noida,"[28.557054,77.453663]"
12/27/2020,299,331, ,63,1, ,Greater Noida,"[28.557054,77.453663]"
12/28/2020,306,151, ,48, , ,Greater Noida,"[28.557054,77.453663]"
12/29/2020,144,181, ,53,1, ,Greater Noida,"[28.557054,77.453663]"
12/30/2020,186,188, ,48,1, ,Greater Noida,"[28.557054,77.453663]"
12/31/2020,239,298, ,59, , ,Greater Noida,"[28.557054,77.453663]"
1/1/2021,328,400, ,66,1, ,Greater Noida,"[28.557054,77.453663]"
1/2/2021,373,304, ,58, , ,Greater Noida,"[28.557054,77.453663]"
1/3/2021,342,133, ,54,1, ,Greater Noida,"[28.557054,77.453663]"
1/4/2021,191,86, ,50,1, ,Greater Noida,"[28.557054,77.453663]"
7/2/2020,106,111,36,14,6,10,Greater Noida,"[28.557054,77.453663]"
7/3/2020,146,104,26,12,6,10,Greater Noida,"[28.557054,77.453663]"
7/4/2020,135,69,26,8,6,8,Greater Noida,"[28.557054,77.453663]"
7/5/2020,96,60,23,11,6,12,Greater Noida,"[28.557054,77.453663]"
