date, pm25, pm10, o3, no2, so2, co,city,coordinates
7/6/2020,66,107,19,12,6,8,Greater Noida,"[28.557054,77.453663]"
7/7/2020,108,45,9,7,5,7,Greater Noida,"[28.557054,77.453663]"
7/8/2020,43,45,13,8,5,11,Greater Noida,"[28.557054,77.453663]"
7/9/2020,56,78,46,12,4,9,Greater Noida,"[28.557054,77.453663]"
7/10/2020,97,76,26,11,5,11,Greater Noida,"[28.557054,77.453663]"
7/11/2020,70,43,29,8,4,8,Greater Noida,"[28.557054,77.453663]"
7/12/2020,44,49,32,8,5,8,Greater Noida,"[28.557054,77.453663]"
7/13/2020,54,95,43,14,6,12,Greater Noida,"[28.557054,77.453663]"
7/14/2020,89,125,39,14,5,10,Greater Noida,"[28.557054,77.453663]"
7/15/2020,109,67,18,9,5,12,Greater Noida,"[28.557054,77.453663]"
7/16/2020,78,60,13,11,5,9,Greater Noida,"[28.557054,77.453663]"
7/17/2020,76,66,13,11,5,10,Greater Noida,"[28.557054,77.453663]"
7/18/2020,105,59,12,10,5,9,Greater Noida,"[28.557054,77.453663]"
7/19/2020,76,51,24,12,4,13,Greater Noida,"[28.557054,77.453663]"
7/20/2020,74,42,33,11,5,10,Greater Noida,"[28.557054,77.453663]"
7/21/2020,53,32,20,11,5,6,Greater Noida,"[28.557054,77.453663]"
7/22/2020,50,31,15,12,5,11,Greater Noida,"[28.557054,77.453663]"
7/23/2020,48,76,40,17,6,15,Greater Noida,"[28.557054,77.453663]"
7/24/2020,100,70,17,13,6,8,Greater Noida,"[28.557054,77.453663]"
7/25/2020,85,48,10,9,5,8,Greater Noida,"[28.557054,77.453663]"
7/26/2020,59,95,20,13,6,9,Greater Noida,"[28.557054,77.453663]"
7/27/2020,98,95,19,14,5,9,Greater Noida,"[28.557054,77.453663]"
7/28/2020,94,76,18,12,5,12,Greater Noida,"[28.557054,77.453663]"
7/29/2020,66,54,13,13,5,12,Greater Noida,"[28.557054,77.453663]"
7/30/2020,60,42,14,11,2,12,Greater Noida,"[28.557054,77.453663]"
7/31/2020,48,59,15,9,3,11,Greater Noida,"[28.557054,77.453663]"
8/1/2020,75,43,18,11,5, ,Greater Noida,"[28.557054,77.453663]"
8/2/2020,72,56,18,10,5, ,Greater Noida,"[28.557054,77.453663]"
8/3/2020,63,68,15,12,5, ,Greater Noida,"[28.557054,77.453663]"
8/4/2020,65,59,12,16,4, ,Greater Noida,"[28.557054,77.453663]"
8/5/2020,58,85,8,17,6, ,Greater Noida,"[28.557054,77.453663]"
8/6/2020,98,73,8,10,4, ,Greater Noida,"[28.557054,77.453663]"
8/7/2020,43,59,12,12,7, ,Greater Noida,"[28.557054,77.453663]"
8/8/2020,57,89,14,14,7, ,Greater Noida,"[28.557054,77.453663]"
8/9/2020,101,82,17,11,7, ,Greater Noida,"[28.557054,77.453663]"
8/10/2020,88,63,9,9,8,10,Greater Noida,"[28.557054,77.453663]"
8/11/2020,79,69,19,12,9,8,Greater Noida,"[28.557054,77.453663]"
8/12/2020,110,57,17,10,6,9,Greater Noida,"[28.557054,77.453663]"
8/13/2020,65,30,9,11,5,8,Greater Noida,"[28.557054,77.453663]"
8/14/2020,41,57,12,10,8,12,Greater Noida,"[28.557054,77.453663]"
8/15/2020,50,52,14,8,7,11,Greater Noida,"[28.557054,77.453663]"
8/16/2020,76,47,15,9,7,32,Greater Noida,"[28.557054,77.453663]"
8/17/2020,53,47,11,11,6,28,Greater Noida,"[28.557054,77.453663]"
8/18/2020,67,52,10,12,6,15,Greater Noida,"[28.557054,77.453663]"
8/19/2020,58,33,8,20,1,24,Greater Noida,"[28.557054,77.453663]"
8/20/2020,44,24,14,19,1,59,Greater Noida,"[28.557054,77.453663]"
8/21/2020,33,45,8,20,3,60,Greater Noida,"[28.557054,77.453663]"
8/22/2020,38,41,7,15,2,60,Greater Noida,"[28.557054,77.453663]"
8/23/2020,16,44,10,13,3,38,Greater Noida,"[28.557054,77.453663]"
8/24/2020,35,40,9,16,4,9,Greater Noida,"[28.557054,77.453663]"
8/25/2020,31,38,10,14,3,9,Greater Noida,"[28.557054,77.453663]"
8/26/2020,39,46,17,18,3,9,Greater Noida,"[28.557054,77.453663]"
8/27/2020,37,74,5,20,2,9,Greater Noida,"[28.557054,77.453663]"
8/28/2020,59,71,7,26,3,9,Greater Noida,"[28.557054,77.453663]"
8/29/2020,96,89,12,22,3,9,Greater Noida,"[28.557054,77.453663]"
8/30/2020,80,53,10,15,3,9,Greater Noida,"[28.557054,77.453663]"
8/31/2020,30,25,12,16,3,9,Greater Noida,"[28.557054,77.453663]"
9/1/2020,13,30,19,15,3,9,Greater Noida,"[28.557054,77.453663]"
9/2/2020,21,67,30,24,3,9,Greater Noida,"[28.557054,77.453663]"
9/3/2020,65,95,16,22,2,9,Greater Noida,"[28.557054,77.453663]"
9/4/2020,117,79,18,19,4, ,Greater Noida,"[28.557054,77.453663]"
9/5/2020,101,72,21,20,3, ,Greater Noida,"[28.557054,77.453663]"
9/6/2020,89,110,44,20,3, ,Greater Noida,"[28.557054,77.453663]"
9/7/2020,110,184,20,27,3, ,Greater Noida,"[28.557054,77.453663]"
9/8/2020,131,78,30,22,2, ,Greater Noida,"[28.557054,77.453663]"
9/9/2020,82,94,32,22,2, ,Greater Noida,"[28.557054,77.453663]"
9/10/2020,126,96,33,22,4, ,Greater Noida,"[28.557054,77.453663]"
9/11/2020,113,134,40,34,2,16,Greater Noida,"[28.557054,77.453663]"
9/12/2020,138,193,29,36,3, ,Greater Noida,"[28.557054,77.453663]"
9/13/2020,150,173,31,28,3, ,Greater Noida,"[28.557054,77.453663]"
9/14/2020,160,138,21,31,2, ,Greater Noida,"[28.557054,77.453663]"
9/15/2020,161,126,44,33,2, ,Greater Noida,"[28.557054,77.453663]"
9/16/2020,155,128,32,28,3,12,Greater Noida,"[28.557054,77.453663]"
9/17/2020,147,93,27,13,6,11,Greater Noida,"[28.557054,77.453663]"
9/18/2020,108,89,26,17,6,12,Greater Noida,"[28.557054,77.453663]"
9/19/2020,95,137,37,24,6,11,Greater Noida,"[28.557054,77.453663]"
9/20/2020,145,145,36,19,6,17,Greater Noida,"[28.557054,77.453663]"
9/21/2020,161,120,36,21,6,15,Greater Noida,"[28.557054,77.453663]"
9/22/2020,135,79,16,15,5,13,Greater Noida,"[28.557054,77.453663]"
9/23/2020,69,67,13,15,6,15,Greater Noida,"[28.557054,77.453663]"
9/24/2020,58,72,33,13,6,12,Greater Noida,"[28.557054,77.453663]"
9/25/2020,72,141,40,21,7,15,Greater Noida,"[28.557054,77.453663]"
9/26/2020,109,160,20,28,6,15,Greater Noida,"[28.557054,77.453663]"
9/27/2020,138,122,33,22,6,13,Greater Noida,"[28.557054,77.453663]"
9/28/2020,100,140,24,24,3,14,Greater Noida,"[28.557054,77.453663]"
9/29/2020,137,137,28,17,7,12,Greater Noida,"[28.557054,77.453663]"
9/30/2020,137,127,30,18,2,15,Greater Noida,"[28.557054,77.453663]"
10/1/2020,132,168,33,26,4,12,Greater Noida,"[28.557054,77.453663]"
4/2/2020,79,53,26,4,6,5,Greater Noida,"[28.557054,77.453663]"
4/3/2020,60,53,36,6,7,8,Greater Noida,"[28.557054,77.453663]"
4/4/2020,66,59,57,6,8,5,Greater Noida,"[28.557054,77.453663]"
4/5/2020,79,77,37,7,9,5,Greater Noida,"[28.557054,77.453663]"
4/6/2020,121,84,38,7,7,3,Greater Noida,"[28.557054,77.453663]"
4/7/2020,120,85,30,5,9,5,Greater Noida,"[28.557054,77.453663]"
4/8/2020,70,71,33,6,7,5,Greater Noida,"[28.557054,77.453663]"
4/9/2020,71,68,37,6,7,7,Greater Noida,"[28.557054,77.453663]"
4/10/2020,92,86,43,9,7,8,Greater Noida,"[28.557054,77.453663]"
4/11/2020,121,95,39,8,8,6,Greater Noida,"[28.557054,77.453663]"
4/12/2020,126,73,35,6,8,6,Greater Noida,"[28.557054,77.453663]"
4/13/2020,82,90,36,9,9,8,Greater Noida,"[28.557054,77.453663]"
4/14/2020,115,115,33,9,8,12,Greater Noida,"[28.557054,77.453663]"
4/15/2020,128,154,33,10,7,14,Greater Noida,"[28.557054,77.453663]"
4/16/2020,150,177,39,10,9,8,Greater Noida,"[28.557054,77.453663]"
4/17/2020,148,82,31,5,7, ,Greater Noida,"[28.557054,77.453663]"
4/18/2020,72,99,30,6,7, ,Greater Noida,"[28.557054,77.453663]"
4/19/2020,70,58,36,8,7, ,Greater Noida,"[28.557054,77.453663]"
4/20/2020,90,91,26,10,7, ,Greater Noida,"[28.557054,77.453663]"
4/23/2020,137,101,33,9,8, ,Greater Noida,"[28.557054,77.453663]"
4/24/2020,145,82,42,9,8, ,Greater Noida,"[28.557054,77.453663]"
4/25/2020,141,96,37,7,7,10,Greater Noida,"[28.557054,77.453663]"
4/26/2020,133,107,28,6,7,9,Greater Noida,"[28.557054,77.453663]"
4/27/2020,110,52,38,5,5,6,Greater Noida,"[28.557054,77.453663]"
4/28/2020,80,70,39,7,7,8,Greater Noida,"[28.557054,77.453663]"
4/29/2020,106,84,44,6,7,8,Greater Noida,"[28.557054,77.453663]"
4/30/2020,128,105,42,6,7,8,Greater Noida,"[28.557054,77.453663]"
5/1/2020,128,84,42,7,7,8,Greater Noida,"[28.557054,77.453663]"
5/2/2020,129,75,37,5,6,7,Greater Noida,"[28.557054,77.453663]"
5/3/2020,81,66,33,6,8,7,Greater Noida,"[28.557054,77.453663]"
5/4/2020,96,77,26,11,4,9,Greater Noida,"[28.557054,77.453663]"
5/5/2020,98,87,41,10,8,8,Greater Noida,"[28.557054,77.453663]"
5/6/2020,123,101,42,8,7,8,Greater Noida,"[28.557054,77.453663]"
5/7/2020,119,67,44,7,7,10,Greater Noida,"[28.557054,77.453663]"
5/8/2020,83,80,50,7,8,7,Greater Noida,"[28.557054,77.453663]"
5/9/2020,119,88,48,7,6,8,Greater Noida,"[28.557054,77.453663]"
5/10/2020,135,90,31,7,6,7,Greater Noida,"[28.557054,77.453663]"
5/11/2020,107,67,48,8,5,11,Greater Noida,"[28.557054,77.453663]"
5/12/2020,108,64,43,7,5,8,Greater Noida,"[28.557054,77.453663]"
5/13/2020,102,109,45,10,8,11,Greater Noida,"[28.557054,77.453663]"
5/14/2020,148,127,50,10,7,7,Greater Noida,"[28.557054,77.453663]"
5/15/2020,120,82,54,9,8,10,Greater Noida,"[28.557054,77.453663]"
5/16/2020,97,94,61,10,10,8,Greater Noida,"[28.557054,77.453663]"
5/17/2020,124,108,66,11,9,9,Greater Noida,"[28.557054,77.453663]"
5/18/2020,140,122,70,16,12,8,Greater Noida,"[28.557054,77.453663]"
5/19/2020,148,129,71,18,11,8,Greater Noida,"[28.557054,77.453663]"
5/20/2020,148,101,59,12,9,9,Greater Noida,"[28.557054,77.453663]"
5/21/2020,116,117,53,12,9,7,Greater Noida,"[28.557054,77.453663]"
5/22/2020,108,143,86,24,12,10,Greater Noida,"[28.557054,77.453663]"
5/23/2020,154,166,66,17,15,10,Greater Noida,"[28.557054,77.453663]"
5/24/2020,156,163,44,11,12,8,Greater Noida,"[28.557054,77.453663]"
5/25/2020,128,121,50,11,13,7,Greater Noida,"[28.557054,77.453663]"
5/26/2020,117,153,42,18,9,12,Greater Noida,"[28.557054,77.453663]"
5/27/2020,115,164,71,12,9,8,Greater Noida,"[28.557054,77.453663]"
5/28/2020,114,202,38,6,7,7,Greater Noida,"[28.557054,77.453663]"
5/29/2020,90,58,33,8,6,10,Greater Noida,"[28.557054,77.453663]"
5/30/2020,66,44,36,9,6,10,Greater Noida,"[28.557054,77.453663]"
5/31/2020,62,38,25,7,4,6,Greater Noida,"[28.557054,77.453663]"
6/1/2020,56,78,40,14,6,9,Greater Noida,"[28.557054,77.453663]"
6/2/2020,106,92,42,13,7,8,Greater Noida,"[28.557054,77.453663]"
6/3/2020,110,132,54,16,8,11,Greater Noida,"[28.557054,77.453663]"
6/4/2020,144,139,33,16,8,14,Greater Noida,"[28.557054,77.453663]"
6/5/2020,143,77,37,10,6,13,Greater Noida,"[28.557054,77.453663]"
6/6/2020,103,70,39,10,6,13,Greater Noida,"[28.557054,77.453663]"
6/7/2020,89,101,35,13,6,8,Greater Noida,"[28.557054,77.453663]"
6/8/2020,115,106,50,15,7,10,Greater Noida,"[28.557054,77.453663]"
6/9/2020,127,138,54,18,8,12,Greater Noida,"[28.557054,77.453663]"
6/10/2020,139,144,78,19,8,10,Greater Noida,"[28.557054,77.453663]"
6/11/2020,145,129,58,18,7,9,Greater Noida,"[28.557054,77.453663]"
6/12/2020,132,116,42,15,7,10,Greater Noida,"[28.557054,77.453663]"
6/13/2020,142,135,30,15,6,9,Greater Noida,"[28.557054,77.453663]"
6/14/2020,136,145,34,13,7,9,Greater Noida,"[28.557054,77.453663]"
6/15/2020,135,107,62,13,7,10,Greater Noida,"[28.557054,77.453663]"
6/16/2020,113,92,43,11,6,8,Greater Noida,"[28.557054,77.453663]"
6/17/2020,92,81,31,8,6,11,Greater Noida,"[28.557054,77.453663]"
6/18/2020,79,89,48,9,6,8,Greater Noida,"[28.557054,77.453663]"
6/19/2020,93,134,31,9,7,8,Greater Noida,"[28.557054,77.453663]"
6/20/2020,114,104,34,11,5,9,Greater Noida,"[28.557054,77.453663]"
6/21/2020,88,83,28,12,5,6,Greater Noida,"[28.557054,77.453663]"
6/22/2020,95,72,60,12,5,9,Greater Noida,"[28.557054,77.453663]"
6/23/2020,100,62,18,9,4,7,Greater Noida,"[28.557054,77.453663]"
6/24/2020,67,74,15,11,4,9,Greater Noida,"[28.557054,77.453663]"
6/25/2020,80,98,29,17,5,17,Greater Noida,"[28.557054,77.453663]"
6/26/2020,116,93,20,13,5,10,Greater Noida,"[28.557054,77.453663]"
6/27/2020,145,117,15,12,7,11,Greater Noida,"[28.557054,77.453663]"
6/30/2020,75,83,18,11,6,9,Greater Noida,"[28.557054,77.453663]"
7/1/2020,92,85,29,11,7,10,Greater Noida,"[28.557054,77.453663]"
1/2/2020,334,403,9,44,4,16,Greater Noida,"[28.557054,77.453663]"
1/3/2020,291,312,5,43,7,12,Greater Noida,"[28.557054,77.453663]"
1/4/2020,261,286,9,46,5,16,Greater Noida,"[28.557054,77.453663]"
1/5/2020,284,174,9,25,5,11,Greater Noida,"[28.557054,77.453663]"
1/6/2020,225,184,3,27,5,13,Greater Noida,"[28.557054,77.453663]"
1/7/2020,210,123,2,24,7,8,Greater Noida,"[28.557054,77.453663]"
1/8/2020,189,120,1,23,8,12,Greater Noida,"[28.557054,77.453663]"
1/9/2020,199,109,7,19,5,6,Greater Noida,"[28.557054,77.453663]"
1/10/2020,176,150,12,20,6,13,Greater Noida,"[28.557054,77.453663]"
1/11/2020,197,230,16,32,6,11,Greater Noida,"[28.557054,77.453663]"
1/12/2020,215,406,8,56,5,21,Greater Noida,"[28.557054,77.453663]"
1/13/2020,307,254,7,35,4,13,Greater Noida,"[28.557054,77.453663]"
1/14/2020,283,157,5,24,1,12,Greater Noida,"[28.557054,77.453663]"
1/15/2020,220,131,7,25,5,9,Greater Noida,"[28.557054,77.453663]"
1/16/2020,178,123,2,26,5,10,Greater Noida,"[28.557054,77.453663]"
1/17/2020,191,100,5,22,6,11,Greater Noida,"[28.557054,77.453663]"
1/18/2020,159,239,5,34,5,14,Greater Noida,"[28.557054,77.453663]"
1/19/2020,218,154,10,26,5,16,Greater Noida,"[28.557054,77.453663]"
1/20/2020,206,184,6,24,2,11,Greater Noida,"[28.557054,77.453663]"
1/21/2020,216,226,5,23,1,16,Greater Noida,"[28.557054,77.453663]"
1/22/2020,246,229,11,31,4,15,Greater Noida,"[28.557054,77.453663]"
1/23/2020,247,149,14,23,4,5,Greater Noida,"[28.557054,77.453663]"
1/24/2020,155,140,18,25,4,8,Greater Noida,"[28.557054,77.453663]"
1/25/2020,159,246,18,44,5,14,Greater Noida,"[28.557054,77.453663]"
1/26/2020,225,295,23,35,6,18,Greater Noida,"[28.557054,77.453663]"
1/27/2020,295,292,8,38,6,20,Greater Noida,"[28.557054,77.453663]"
1/28/2020,290,113,13,20,4,10,Greater Noida,"[28.557054,77.453663]"
1/29/2020,182,126,12,27,6,7,Greater Noida,"[28.557054,77.453663]"
1/30/2020,168,117,21,23,5,7,Greater Noida,"[28.557054,77.453663]"
1/31/2020,157,128,19,28,5,9,Greater Noida,"[28.557054,77.453663]"
2/1/2020,162,146,19,31,5,8,Greater Noida,"[28.557054,77.453663]"
2/2/2020,186,135,22,28,6,8,Greater Noida,"[28.557054,77.453663]"
2/3/2020,183,220,22,40,5,10,Greater Noida,"[28.557054,77.453663]"
2/4/2020,204,292,22,38,6,8,Greater Noida,"[28.557054,77.453663]"
2/5/2020,253,167,15,31,6,8,Greater Noida,"[28.557054,77.453663]"
2/6/2020,198,191,19,34,5,8,Greater Noida,"[28.557054,77.453663]"
2/7/2020,192,227,21,34,6,7,Greater Noida,"[28.557054,77.453663]"
2/8/2020,227,166,18,32,5,7,Greater Noida,"[28.557054,77.453663]"
2/9/2020,202,193,18,31,2,7,Greater Noida,"[28.557054,77.453663]"
2/10/2020,207,258,15,36,2,11,Greater Noida,"[28.557054,77.453663]"
2/11/2020,225,281,19,39,5,12,Greater Noida,"[28.557054,77.453663]"
2/12/2020,231,250,9,33,5,8,Greater Noida,"[28.557054,77.453663]"
2/13/2020,228,151,14,22,5,11,Greater Noida,"[28.557054,77.453663]"
2/14/2020,163,241,15,17,5,7,Greater Noida,"[28.557054,77.453663]"
2/15/2020,150,136,19,21,5,13,Greater Noida,"[28.557054,77.453663]"
2/16/2020,156,159,45,30,8,17,Greater Noida,"[28.557054,77.453663]"
2/17/2020,182,213,35,38,9,20,Greater Noida,"[28.557054,77.453663]"
2/18/2020,214,216,44,35,8,16,Greater Noida,"[28.557054,77.453663]"
2/19/2020,186,246,24,32,8,13,Greater Noida,"[28.557054,77.453663]"
2/20/2020,216,151,32,19,5,9,Greater Noida,"[28.557054,77.453663]"
2/21/2020,180,71,19,15,5,8,Greater Noida,"[28.557054,77.453663]"
2/22/2020,109,137,13,25,6,11,Greater Noida,"[28.557054,77.453663]"
2/23/2020,141,158,23,26,6,8,Greater Noida,"[28.557054,77.453663]"
2/24/2020,170,115,25,24,7,9,Greater Noida,"[28.557054,77.453663]"
2/25/2020,139,168,23,35,8,15,Greater Noida,"[28.557054,77.453663]"
2/26/2020,196,194,27,30,7,20,Greater Noida,"[28.557054,77.453663]"
2/27/2020,206,141,22,22,5,14,Greater Noida,"[28.557054,77.453663]"
2/28/2020,178,113,21,18,6,5,Greater Noida,"[28.557054,77.453663]"
2/29/2020,170,107,21,16,5,10,Greater Noida,"[28.557054,77.453663]"
3/1/2020,144,77,27,21,8,13,Greater Noida,"[28.557054,77.453663]"
3/2/2020,106,225,30,40,8,18,Greater Noida,"[28.557054,77.453663]"
3/3/2020,184,306,1,44,2,21,Greater Noida,"[28.557054,77.453663]"
3/4/2020,167,171,28,24,7,15,Greater Noida,"[28.557054,77.453663]"
3/5/2020,159,72,22,14,5,6,Greater Noida,"[28.557054,77.453663]"
3/6/2020,100,35,20,10,9,11,Greater Noida,"[28.557054,77.453663]"
3/7/2020,52,63,21,13,4,8,Greater Noida,"[28.557054,77.453663]"
3/8/2020,94,126,30,23,7,9,Greater Noida,"[28.557054,77.453663]"
3/9/2020,161,98,28,15,8,6,Greater Noida,"[28.557054,77.453663]"
3/10/2020,118,102,37,15,7,11,Greater Noida,"[28.557054,77.453663]"
3/11/2020,153,81,28,11,7,17,Greater Noida,"[28.557054,77.453663]"
3/12/2020,141,149,21,17,4,8,Greater Noida,"[28.557054,77.453663]"
3/13/2020,142,114,30,18,6,7,Greater Noida,"[28.557054,77.453663]"
3/14/2020,126,79,17,17,2,8,Greater Noida,"[28.557054,77.453663]"
3/15/2020,105,105,26,19,5,11,Greater Noida,"[28.557054,77.453663]"
3/16/2020,131,117,40,20,8,9,Greater Noida,"[28.557054,77.453663]"
3/17/2020,147,133,36,21,8,8,Greater Noida,"[28.557054,77.453663]"
3/18/2020,141,137,37,19,8,7,Greater Noida,"[28.557054,77.453663]"
3/19/2020,138,173,35,28,9,8,Greater Noida,"[28.557054,77.453663]"
3/20/2020,168,224,28,28,10,9,Greater Noida,"[28.557054,77.453663]"
3/21/2020,176,250,38,25,8,11,Greater Noida,"[28.557054,77.453663]"
3/22/2020,166,120,35,14,8,9,Greater Noida,"[28.557054,77.453663]"
3/23/2020,149,90,33,12,9,6,Greater Noida,"[28.557054,77.453663]"
3/24/2020,127,136,25,10,7,5,Greater Noida,"[28.557054,77.453663]"
3/25/2020,136,59,23,7,4,6,Greater Noida,"[28.557054,77.453663]"
3/26/2020,89,71,16,6,6,6,Greater Noida,"[28.557054,77.453663]"
3/27/2020,98,39,14,5,8,2,Greater Noida,"[28.557054,77.453663]"
3/28/2020,60,35,18,5,6,6,Greater Noida,"[28.557054,77.453663]"
3/29/2020,53,51,23,4,6,7,Greater Noida,"[28.557054,77.453663]"
3/30/2020,54,56,28,5,3,6,Greater Noida,"[28.557054,77.453663]"
3/31/2020,72,59,29,5,8,8,Greater Noida,"[28.557054,77.453663]"
4/1/2020,74,56,32,5,8,5,Greater Noida,"[28.557054,77.453663]"
12/4/2019,188,211,26,76,7,16,Greater Noida,"[28.557054,77.453663]"
12/5/2019,230,388,21,78,11,20,Greater Noida,"[28.557054,77.453663]"
12/6/2019,357,257,17,54,8,15,Greater Noida,"[28.557054,77.453663]"
12/7/2019,292,263,16,62,9,14,Greater Noida,"[28.557054,77.453663]"
12/8/2019,284,289,18,69,6,21,Greater Noida,"[28.557054,77.453663]"
12/9/2019,308,256,25,72,6,17,Greater Noida,"[28.557054,77.453663]"
12/10/2019,274,366,19,73,9,20,Greater Noida,"[28.557054,77.453663]"
12/11/2019,346,416,22,73,6,20,Greater Noida,"[28.557054,77.453663]"
12/12/2019,368,292,17,37,6,13,Greater Noida,"[28.557054,77.453663]"
12/13/2019,313,76,8,19,5,12,Greater Noida,"[28.557054,77.453663]"
12/14/2019,155,67,11,19,2,12,Greater Noida,"[28.557054,77.453663]"
12/15/2019,125,112,12,29,5,6,Greater Noida,"[28.557054,77.453663]"
12/16/2019,180,106,4,21,4,11,Greater Noida,"[28.557054,77.453663]"
12/17/2019,178,121,5,23,5,13,Greater Noida,"[28.557054,77.453663]"
12/18/2019,183,183,13,34,4,12,Greater Noida,"[28.557054,77.453663]"
12/19/2019,224,191,2,23,6, ,Greater Noida,"[28.557054,77.453663]"
12/20/2019,266,483,19,77,3,28,Greater Noida,"[28.557054,77.453663]"
12/21/2019,418,420,10,58,5,21,Greater Noida,"[28.557054,77.453663]"
12/22/2019,380,160,9,29,4,14,Greater Noida,"[28.557054,77.453663]"
12/23/2019,223,244,10,43,6,16,Greater Noida,"[28.557054,77.453663]"
12/24/2019,264,334,14,44,6,16,Greater Noida,"[28.557054,77.453663]"
12/25/2019,336,222,8,34,4,11,Greater Noida,"[28.557054,77.453663]"
12/26/2019,254,262,7,36,4,10,Greater Noida,"[28.557054,77.453663]"
12/27/2019,275,345,10,47,5,14,Greater Noida,"[28.557054,77.453663]"
12/28/2019,309,455,4,54,6,15,Greater Noida,"[28.557054,77.453663]"
12/29/2019,371,425,16,43,5,13,Greater Noida,"[28.557054,77.453663]"
12/30/2019,371, , , , , ,Greater Noida,"[28.557054,77.453663]"
11/19/2023, ,283,34,31,2,15,Greater Noida,"[28.557054,77.453663]"
11/22/2023, ,139,64,30,7,17,Greater Noida,"[28.557054,77.453663]"
12/7/2023, ,301,58,33,4,16,Greater Noida,"[28.557054,77.453663]"
12/14/2023, ,312,10,32,15,16,Greater Noida,"[28.557054,77.453663]"
4/3/2023, ,154,40,70,12,10,Greater Noida,"[28.557054,77.453663]"
5/22/2023, ,157,22,24,9,32,Greater Noida,"[28.557054,77.453663]"
10/24/2022, ,166,18,29,5,9,Greater Noida,"[28.557054,77.453663]"
11/24/2022, ,184,41,25,3,5,Greater Noida,"[28.557054,77.453663]"
4/21/2020, ,69,41,8,7, ,Greater Noida,"[28.557054,77.453663]"
4/22/2020, ,82,43,11,9, ,Greater Noida,"[28.557054,77.453663]"
6/29/2020, ,88,18,13,7,9,Greater Noida,"[28.557054,77.453663]"
1/1/2020, ,357,13,42,6,18,Greater Noida,"[28.557054,77.453663]"
12/3/2019, ,155,22,52,2,12,Greater Noida,"[28.557054,77.453663]"
6/28/2020, , ,13,13,7,9,Greater Noida,"[28.557054,77.453663]"
